event_id,event_title,market_question,category,category_source,resolution,neg_risk,snap_7d_pre,snap_24h_pre,snap_final,break_confidence,market_volume_usd,wrong_side_exposure_usd,end_date,bracket_pattern,in_iran_cluster
28797,Will Trump endorse a candidate for NYC Mayor?,Will Trump endorse a candidate for NYC Mayor?,Politics,inferred,YES,False,0.0395,0.2090,0.9995,0.9605,72328.24,69471.27,2025-11-05,other,false
42376,Who will Trump endorse for NYC Mayor?,Will Trump make no endorsement for NYC Mayor?,Politics,inferred,NO,True,0.9350,0.9500,0.9740,0.9740,109019.03,106184.54,2025-11-03,other,false
42376,Who will Trump endorse for NYC Mayor?,Will Trump endorse Andrew Cuomo for NYC Mayor?,Politics,inferred,YES,True,0.0650,0.0400,0.0245,0.9755,85824.22,83721.53,2025-11-03,other,false
52532,What price will XRP hit in October?,Will XRP dip to $2.00 in October?,Crypto,inferred,YES,False,0.0385,0.0385,0.0385,0.9615,315420.81,303277.11,2025-11-01,crypto_price_bracket,false
52532,What price will XRP hit in October?,Will XRP dip to $1.50 in October?,Crypto,inferred,YES,False,0.0095,0.0095,0.0095,0.9905,134607.54,133328.77,2025-11-01,crypto_price_bracket,false
52577,What price will Dogecoin hit in October?,Will Dogecoin dip to $0.15 in October?,Other,inferred,YES,False,0.0060,0.0060,0.0060,0.9940,10950.35,10884.65,2025-11-01,other,false
62251,Finland vs. Malta,Will Malta win on 2025-11-14?,Sports,inferred,YES,True,0.0415,0.0635,0.0850,0.9585,65404.14,62689.86,2025-11-14,other,false
62262,Denmark vs. Belarus,Will Denmark vs. Belarus end in a draw?,Other,inferred,YES,True,0.0900,0.0390,0.0555,0.9610,68685.34,66006.61,2025-11-15,other,false
63109,MLB World Series MVP,Will Yoshinobu Yamamoto be named the 2025 World Series MVP?,Sports,inferred,YES,True,0.0500,0.2100,0.1800,0.9500,8183.29,7774.12,2025-11-01,other,false
66255,Solana price on November 3?,Will the price of Solana be between $160 and $170 on November 3?,Crypto,inferred,YES,True,,0.0145,0.0765,0.9855,32818.88,32343.01,2025-11-03,other,false
66257,Solana above ___ on November 3?,Will the price of Solana be above $170 on November 3?,Crypto,inferred,NO,False,,0.9770,0.9185,0.9770,84721.77,82773.17,2025-11-03,crypto_price_bracket,false
67135,Solana price on November 4?,Will the price of Solana be between $150 and $160 on November 4?,Crypto,inferred,YES,True,,0.0205,0.3000,0.9795,11973.58,11728.12,2025-11-04,other,false
67141,Solana above ___ on November 4?,Will the price of Solana be above $160 on November 4?,Crypto,inferred,NO,False,,0.9785,0.6915,0.9785,111369.25,108974.81,2025-11-04,crypto_price_bracket,false
68391,Who will Trump talk to in November?,Will Trump talk to Xi Jinping in November?,Politics,inferred,YES,False,0.0230,0.0270,0.0270,0.9770,88598.86,86561.09,2025-11-30,other,false
69537,#1 Free App in the US Apple App Store on November 7?,Will ChatGPT be #1 Free App in the US Apple App Store on November 7?,Tech,inferred,NO,True,,0.9565,0.9765,0.9765,233659.21,228168.22,2025-11-07,other,false
69537,#1 Free App in the US Apple App Store on November 7?,Will BigFuture School be #1 Free App in the US Apple App Store on November 7?,Other,inferred,YES,True,,0.0020,0.0015,0.9985,90242.74,90107.37,2025-11-07,other,false
72198,"""The Running Man"" Rotten Tomatoes score?","Will ""The Running Man"" score at least 75 on the Rotten Tomatoes Tomatometer?",Other,inferred,NO,False,0.9550,0.0070,0.0025,0.9550,7590.25,7248.69,2025-11-17,other,false
73873,Ethereum above ___ on November 12?,"Will the price of Ethereum be above $3,400 on November 12?",Crypto,inferred,NO,False,,0.9150,0.9650,0.9650,256197.76,247230.83,2025-11-12,crypto_price_bracket,false
73875,Bitcoin price on November 12?,"Will the price of Bitcoin be between $100,000 and $102,000 on November 12?",Crypto,inferred,YES,True,,0.0630,0.0165,0.9835,342505.29,336853.95,2025-11-12,other,false
74701,Ethereum price on November 13?,"Will the price of Ethereum be between $3,300 and $3,400 on November 13?",Crypto,inferred,YES,True,,0.0950,0.0360,0.9640,39292.48,37877.95,2025-11-13,other,false
74707,XRP price on November 13?,Will the price of XRP be between $2.30 and $2.40 on November 13?,Crypto,inferred,YES,True,,0.2550,0.0315,0.9685,13775.10,13341.18,2025-11-13,other,false
74708,XRP above ___ on November 13?,Will the price of XRP be above $2.40 on November 13?,Crypto,inferred,NO,False,,0.6250,0.9600,0.9600,49313.44,47340.90,2025-11-13,crypto_price_bracket,false
74794,Chile Presidential Election 1st round: 3rd Place,Will Franco Parisi come in third in the 1st round of the 2025 Chilean presidential election?,Politics,inferred,YES,True,0.0470,0.0595,0.0700,0.9530,55568.18,52956.47,2025-11-16,other,false
75469,Highest temperature in NYC on November 9?,Will the highest temperature in New York City be between 64-65°F on November 9?,Other,inferred,YES,True,,0.0900,0.0425,0.9575,41186.37,39435.95,2025-11-09,other,false
75482,Bitcoin price on November 14?,"Will the price of Bitcoin be between $96,000 and $98,000 on November 14?",Crypto,inferred,YES,True,,0.0240,0.4150,0.9760,236319.13,230647.47,2025-11-14,other,false
75491,Bitcoin above ___ on November 14?,"Will the price of Bitcoin be above $98,000 on November 14?",Crypto,inferred,NO,False,,0.9710,0.1580,0.9710,872245.81,846950.69,2025-11-14,crypto_price_bracket,false
75543,"Elon Musk # tweets November 7 - November 14, 2025?","Will Elon Musk post 240-259 tweets from November 7 to November 14, 2025?",Tech,inferred,YES,True,,0.0120,0.0670,0.9880,1239839.71,1224961.63,2025-11-14,musk_tweet_bracket,false
75809,"Elon Musk # tweets November 11 - November 18, 2025?","Will Elon Musk post 260-279 tweets from November 11 to November 18, 2025?",Tech,inferred,YES,True,0.0205,0.4615,0.5375,0.9795,1155382.81,1131697.47,2025-11-18,musk_tweet_bracket,false
19581,Who will be the next Pope?,Will Robert Francis Prevost be the next pope?,Other,inferred,YES,True,0.0150,0.0150,0.0150,0.9850,1415174.07,1393946.46,2025-12-31,other,false
19583,What continent will next Pope be from?,Will the next Pope be from North America?,Other,inferred,YES,True,0.0135,0.0135,0.0135,0.9865,300652.66,296593.85,2025-12-31,other,false
23202,What country will next Pope be from?,Will the next Pope after Francis be from the United States?,Other,inferred,YES,True,0.0185,0.0185,0.0185,0.9815,22126.36,21717.02,2025-12-31,other,false
23570,Will U.S. tourism decline in April?,Will U.S. tourism decline in April?,Other,inferred,NO,False,0.9770,0.9770,0.9770,0.9770,61705.20,60285.98,2025-12-31,other,false
30811,ACC Championship Game Winner,Will Duke win the 2025 ACC Conference Championship Game?,Sports,inferred,YES,True,0.0115,0.3505,0.2270,0.9885,5746.09,5680.01,2025-12-07,other,false
32807,Will Trump veto a bill in 2025?,Will Trump veto a bill in 2025?,Politics,inferred,YES,False,0.0070,0.0030,0.0025,0.9975,71601.03,71422.02,2025-12-31,other,false
32950,Who will be named in newly released Epstein files in 2025?,Will Joe Biden be named in newly released Epstein files?,Politics,inferred,YES,False,0.0275,0.0275,0.0275,0.9725,110218.17,107187.17,2025-12-31,other,false
32950,Who will be named in newly released Epstein files in 2025?,Will Bernie Sanders be named in newly released Epstein files?,Other,inferred,YES,False,0.0150,0.0150,0.0150,0.9850,57258.57,56399.69,2025-12-31,other,false
33656,Will Russia capture Myrnohrad by...?,Will Russia capture Myrnohrad by November 15?,Geopolitics,inferred,YES,False,0.0100,0.0100,0.0100,0.9900,207629.65,205553.36,2025-12-31,other,false
36719,Will Israel strike Greater Beirut by...?,Will Israel strike Greater Beirut by November 30?,Geopolitics,inferred,YES,False,0.0310,0.0310,0.0310,0.9690,16545.50,16032.59,2025-12-31,other,true
39616,US strikes Yemen by...?,US strikes Yemen by December 31?,Other,inferred,YES,False,0.0320,0.0275,0.0260,0.9740,3348633.82,3261569.34,2025-12-31,other,true
45936,Champions League: Which teams advance to round of 16?,Will Bodø/Glimt advance to the round of 16?,Sports,inferred,YES,False,0.0030,0.0015,0.0015,0.9985,129453.12,129258.94,2025-12-31,other,false
57026,Which artists will release a new song before 2026?,Will SZA release a new song in 2025?,Entertainment,inferred,YES,False,0.5245,0.0275,0.0205,0.9795,1192326.37,1167883.68,2025-12-31,other,false
71687,US strikes Nigeria by...?,US strikes Nigeria by December 31?,Other,inferred,YES,False,0.0210,0.9950,0.9950,0.9790,504660.40,494062.53,2025-12-31,other,false
75544,Elon Musk musk # tweets in November 2025?,Will Elon Musk post 920-959 tweets in November 2025?,Tech,inferred,YES,True,0.0425,0.3375,0.4480,0.9575,63983.43,61264.14,2025-12-01,musk_tweet_bracket,false
80636,November Inflation - Annual,Will annual inflation increase by ≤2.8% in November?,Macro,inferred,YES,True,0.0210,0.0060,0.0090,0.9940,166166.98,165169.97,2025-12-18,other,false
83661,Goodreads Choice Awards: Readers' Favorite Mystery & Thriller,Will Not Quite Dead Yet (Holly Jackson) win Readers' Favorite Mystery & Thriller in the 2025 Goodreads Choice Awards?,Other,inferred,YES,True,0.0325,0.0350,0.0240,0.9760,3975.67,3880.25,2025-12-04,other,false
84716,Goodreads Choice Awards: Readers' Favorite Young Adult Fiction,Will Fake Skating (Lynn Painter) win Readers’ Favorite Young Adult Fiction in the 2025 Goodreads Choice Awards?,Other,inferred,YES,True,0.4050,0.4300,0.0305,0.9695,3661.91,3550.22,2025-12-04,other,false
84897,Paul vs Joshua - # of knockdowns,Will there be 4+ knockdowns during Paul vs Joshua?,Other,inferred,YES,True,0.1700,0.1165,0.0160,0.9840,26205.70,25786.41,2025-12-19,other,false
87321,"Elon Musk # tweets November 25 - December 2, 2025?","Will Elon Musk post 260-279 tweets from November 25 to December 2, 2025?",Tech,inferred,YES,True,0.0460,0.3485,0.4780,0.9540,1112541.62,1061364.71,2025-12-02,musk_tweet_bracket,false
88909,World Test Championship: New Zealand vs West Indies (Game 1),Will New Zealand win?,Sports,inferred,NO,True,0.8150,0.9650,0.9650,0.9650,113458.42,109487.37,2025-12-08,other,false
88909,World Test Championship: New Zealand vs West Indies (Game 1),Will the match end in a draw?,Sports,inferred,YES,True,0.0900,0.0295,0.0295,0.9705,50227.54,48745.83,2025-12-08,other,false
89159,Qatar Grand Prix: Driver Podium Finish,Will Carlos Sainz Jr. finish on the podium at the 2025 F1 Qatar Grand Prix?,Sports,inferred,YES,False,0.0450,0.0450,0.0450,0.9550,7097.13,6777.76,2025-12-07,other,false
89411,Will Trump meet with Zelenskyy by...?,Will Trump meet with Zelenskyy by December 31?,Politics,inferred,YES,False,0.0335,0.9955,0.9955,0.9665,2074527.84,2005031.15,2025-12-31,other,false
89421,Ethereum above ___ on December 1?,"Will the price of Ethereum be above $2,800 on December 1?",Crypto,inferred,NO,False,,0.9725,0.8055,0.9725,157002.76,152685.19,2025-12-01,crypto_price_bracket,false
89424,Bitcoin price on December 1?,"Will the price of Bitcoin be between $84,000 and $86,000 on December 1?",Crypto,inferred,YES,True,,0.0080,0.3605,0.9920,159703.50,158425.87,2025-12-01,other,false
89428,Bitcoin above ___ on December 1?,"Will the price of Bitcoin be above $86,000 on December 1?",Crypto,inferred,NO,False,,0.9760,0.5835,0.9760,525455.90,512844.96,2025-12-01,crypto_price_bracket,false
89429,Ethereum price on December 1?,"Will the price of Ethereum be between $2,700 and $2,800 on December 1?",Crypto,inferred,YES,True,,0.0260,0.1760,0.9740,53982.08,52578.54,2025-12-01,other,false
89439,XRP price on December 1?,Will the price of XRP be between $1.90 and $2.00 on December 1?,Crypto,inferred,YES,True,,0.0240,0.1660,0.9760,12193.75,11901.10,2025-12-01,other,false
89440,XRP above ___ on December 1?,Will the price of XRP be above $2.00 on December 1?,Crypto,inferred,NO,False,,0.9640,0.8090,0.9640,23801.12,22944.28,2025-12-01,crypto_price_bracket,false
89478,Price of dozen eggs in November?,Will a dozen eggs cost between $2.75–3.00 in November?,Other,inferred,YES,True,0.0650,0.0300,0.0300,0.9700,27584.38,26756.85,2025-12-18,other,false
90236,Ethereum above ___ on December 2?,"Will the price of Ethereum be above $3,000 on December 2?",Crypto,inferred,YES,False,,0.0850,0.0030,0.9970,335297.58,334291.69,2025-12-02,crypto_price_bracket,false
90238,Bitcoin price on December 2?,"Will the price of Bitcoin be between $90,000 and $92,000 on December 2?",Crypto,inferred,YES,True,,0.0600,0.0230,0.9770,167906.40,164044.55,2025-12-02,other,false
90245,Ethereum price on December 2?,"Will the price of Ethereum be between $3,000 and $3,100 on December 2?",Crypto,inferred,YES,True,,0.0700,0.0040,0.9960,107081.06,106652.73,2025-12-02,other,false
90246,Bitcoin above ___ on December 2?,"Will the price of Bitcoin be above $90,000 on December 2?",Crypto,inferred,YES,False,,0.0800,0.0270,0.9730,888432.47,864444.79,2025-12-02,crypto_price_bracket,false
90625,Bucharest Mayoral Election Margin of Victory,Will Ciucu win by at least 12%?,Politics,inferred,YES,True,0.0550,0.0350,0.0190,0.9810,62558.56,61369.95,2025-12-07,other,false
91089,#1 Free App in the US Apple App Store on December 5?,Will ChatGPT be #1 Free App in the US Apple App Store on December 5?,Tech,inferred,NO,True,,0.9680,0.9755,0.9755,141668.70,138197.82,2025-12-05,other,false
91090,#2 Free App in the US Apple App Store on December 5?,Will ChatGPT be #2 Free App in the US Apple App Store on December 5?,Tech,inferred,YES,True,,0.0195,0.0435,0.9805,51591.40,50585.37,2025-12-05,other,false
91125,Who will Trump talk to in December?,Will Trump talk to Ursula von der Leyen in December?,Politics,inferred,YES,False,0.0450,0.9995,0.9995,0.9550,142970.00,136536.35,2025-12-31,other,false
91135,Ethereum above ___ on December 3?,"Will the price of Ethereum be above $3,000 on December 3?",Crypto,inferred,YES,False,,0.0490,0.9195,0.9510,179638.46,170836.17,2025-12-03,crypto_price_bracket,false
91137,Bitcoin price on December 3?,"Will the price of Bitcoin be between $92,000 and $94,000 on December 3?",Crypto,inferred,YES,True,,0.0310,0.6135,0.9690,173673.80,168289.91,2025-12-03,other,false
91141,Bitcoin above ___ on December 3?,"Will the price of Bitcoin be above $92,000 on December 3?",Crypto,inferred,YES,False,,0.0340,0.8085,0.9660,657613.05,635254.20,2025-12-03,crypto_price_bracket,false
91146,Ethereum price on December 3?,"Will the price of Ethereum be between $3,000 and $3,100 on December 3?",Crypto,inferred,YES,True,,0.0470,0.6505,0.9530,78801.25,75097.59,2025-12-03,other,false
91149,Solana above ___ on December 3?,Will the price of Solana be above $140 on December 3?,Crypto,inferred,YES,False,,0.0500,0.7675,0.9500,29017.07,27566.22,2025-12-03,crypto_price_bracket,false
91150,Solana price on December 3?,Will the price of Solana be between $140 and $150 on December 3?,Crypto,inferred,YES,True,,0.0460,0.7810,0.9540,17039.93,16256.10,2025-12-03,other,false
91816,Arkansas-Pine Bluff Golden Lions vs. UIC Flames,Arkansas-Pine Bluff Golden Lions vs. UIC Flames,Other,inferred,YES,False,,0.3650,0.0345,0.9655,2094.24,2021.99,2025-12-03,other,false
92824,Ciprian Ciucu % of vote in Bucharest Mayoral Election?,Will Ciprian Ciucu get between 35% and 40% of the vote in the Bucharest Mayoral election?,Politics,inferred,YES,True,,0.0360,0.0195,0.9805,23889.80,23423.95,2025-12-07,other,false
92876,Will Meta (META) finish week of December 1 above___?,Will Meta (META) finish week of December 1 above $670?,Other,inferred,YES,False,,0.0105,0.4910,0.9895,2663.47,2635.50,2025-12-05,other,false
92881,Will Tesla (TSLA) finish week of December 1 above___?,Will Tesla (TSLA) finish week of December 1 above $435?,Tech,inferred,YES,False,,0.8050,0.0500,0.9500,2806.00,2665.70,2025-12-05,other,false
92893,Will Palantir (PLTR) close above ___ end of December?,Will Palantir (PLTR) close above $178 end of December?,Other,inferred,NO,False,0.8950,0.9610,0.8220,0.9610,24792.68,23825.76,2025-12-31,other,false
93030,"Elon Musk # tweets December 2 - December 9, 2025?","Will Elon Musk post 420-439 tweets from December 2 to December 9, 2025?",Tech,inferred,YES,True,0.0045,0.1860,0.6335,0.9955,1401057.52,1394752.76,2025-12-09,musk_tweet_bracket,false
94779,Abu Dhabi Grand Prix: Driver Fastest Lap,Will Charles Leclerc achieve the fastest lap at the 2025 F1 Abu Dhabi Grand Prix?,Sports,inferred,YES,True,0.0450,0.0450,0.0450,0.9550,3883.58,3708.82,2025-12-14,other,false
95069,Bitcoin price on December 8?,"Will the price of Bitcoin be between $88,000 and $90,000 on December 8?",Crypto,inferred,YES,True,,0.3100,0.0355,0.9645,183589.46,177072.04,2025-12-08,other,false
95453,"Elon Musk # tweets December 5 - December 12, 2025?","Will Elon Musk post 440-459 tweets from December 5 to December 12, 2025?",Tech,inferred,YES,True,0.0060,0.3415,0.8135,0.9940,883582.38,878280.88,2025-12-12,musk_tweet_bracket,false
95859,Ethereum above ___ on December 9?,"Will the price of Ethereum be above $3,300 on December 9?",Crypto,inferred,YES,False,,0.1060,0.0075,0.9925,207525.51,205969.07,2025-12-09,crypto_price_bracket,false
95862,Bitcoin price on December 9?,"Will the price of Bitcoin be between $94,000 and $96,000 on December 9?",Crypto,inferred,YES,True,,0.1360,0.0135,0.9865,137172.98,135321.14,2025-12-09,other,false
95866,Bitcoin above ___ on December 9?,"Will the price of Bitcoin be above $94,000 on December 9?",Crypto,inferred,YES,False,,0.1950,0.0075,0.9925,663557.80,658581.11,2025-12-09,crypto_price_bracket,false
95868,Ethereum price on December 9?,"Will the price of Ethereum be between $3,300 and $3,400 on December 9?",Crypto,inferred,YES,True,,0.0790,0.0060,0.9940,44275.79,44010.14,2025-12-09,other,false
95871,Solana price on December 9?,Will the price of Solana be between $140 and $150 on December 9?,Crypto,inferred,YES,True,,0.3500,0.0265,0.9735,26961.89,26247.40,2025-12-09,other,false
95872,Solana above ___ on December 9?,Will the price of Solana be above $140 on December 9?,Crypto,inferred,YES,False,,0.4000,0.0370,0.9630,22266.05,21442.20,2025-12-09,crypto_price_bracket,false
95956,Do Kwon Prison Time?,Will Do Kwon be sentenced to 12+ years in prison?,Other,inferred,YES,True,0.1350,0.0850,0.0345,0.9655,32621.41,31495.97,2025-12-11,other,false
95997,Highest temperature in NYC on December 4?,Will the highest temperature in New York City be between 43-44°F on December 4?,Other,inferred,YES,True,,0.0600,0.0175,0.9825,127404.98,125175.39,2025-12-04,other,false
96699,PGA Tour: Hero World Challenge Winner,Will Hideki Matsuyama win the 2025 Hero World Challenge?,Sports,inferred,YES,True,,0.0400,0.1000,0.9600,4515.09,4334.48,2025-12-07,other,false
97147,Delaware Fightin' Blue Hens vs. George Washington Revolutionaries,Delaware Fightin' Blue Hens vs. George Washington Revolutionaries,Other,inferred,YES,False,,0.1350,0.0450,0.9550,38706.05,36964.28,2025-12-11,other,false
97940,Highest temperature in Dallas on December 6?,Will the highest temperature in Dallas be 54 °F or below on December 6?,Other,inferred,YES,True,,,0.0145,0.9855,10630.40,10476.26,2025-12-06,other,false
98060,Ethereum above ___ on December 12?,"Will the price of Ethereum be above $3,100 on December 12?",Crypto,inferred,NO,False,,0.8020,0.9745,0.9745,218596.22,213022.02,2025-12-12,crypto_price_bracket,false
98068,Ethereum price on December 12?,"Will the price of Ethereum be between $3,000 and $3,100 on December 12?",Crypto,inferred,YES,True,,0.1475,0.0200,0.9800,37587.06,36835.32,2025-12-12,other,false
98279,Highest temperature in Atlanta on December 7?,Will the highest temperature in Atlanta be 48°F or below on December 7?,Other,inferred,YES,True,,,0.0350,0.9650,9412.84,9083.39,2025-12-07,other,false
98328,"UFC Fight Night: Horth vs. Bleda (Women's Flyweight, Prelims)",O/U 0.5 Rounds,Sports,inferred,NO,False,0.8500,0.9050,0.9785,0.9785,2100.23,2055.07,2025-12-14,other,false
100083,Ethereum above ___ on December 15?,"Will the price of Ethereum be above $3,000 on December 15?",Crypto,inferred,NO,False,,0.7700,0.9830,0.9830,311134.33,305845.04,2025-12-15,crypto_price_bracket,false
100086,Bitcoin price on December 15?,"Will the price of Bitcoin be between $86,000 and $88,000 on December 15?",Crypto,inferred,YES,True,,0.1700,0.0365,0.9635,207118.50,199558.68,2025-12-15,other,false
100088,Ethereum price on December 15?,"Will the price of Ethereum be between $2,900 and $3,000 on December 15?",Crypto,inferred,YES,True,,0.1555,0.0115,0.9885,80139.57,79217.97,2025-12-15,other,false
101027,Highest temperature in Atlanta on December 11?,Will the highest temperature in Atlanta be between 52-53°F on December 11?,Other,inferred,YES,True,,0.1850,0.0420,0.9580,4243.17,4064.96,2025-12-11,other,false
50289,Oscars 2026: Best Supporting Actor Nominations,Will Delroy Lindo be nominated for Best Supporting Actor at the 98th Academy Awards?,Entertainment,inferred,YES,False,0.0850,0.0500,0.0515,0.9500,30271.64,28758.05,2026-01-22,other,false
56712,Grammys: Song of the Year Winner,Will Wildflower (Billie Eilish) win Song of the Year at the 68th Annual GRAMMY Awards?,Entertainment,inferred,YES,True,0.0375,0.0410,0.0310,0.9690,306558.64,297055.32,2026-02-01,other,false
67292,US GDP growth in Q4 2025?,Will US GDP growth in Q4 2025 be between 1.0% and 1.5%?,Macro,inferred,YES,True,0.0045,0.0135,0.0080,0.9955,51027.73,50798.10,2026-01-29,other,false
78989,Total commitments for the Solomon public sale on MetaDAO,Over $80M committed to the Solomon public sale?,Other,inferred,YES,False,0.0470,0.0470,0.0470,0.9530,2027115.91,1931841.46,2026-01-01,other,false
78989,Total commitments for the Solomon public sale on MetaDAO,Over $100M committed to the Solomon public sale?,Other,inferred,YES,False,0.0190,0.0190,0.0190,0.9810,953489.45,935373.15,2026-01-01,other,false
96627,Turnout in 2026 Costa Rica Presidential Election First Round,Will turnout in the first round of the 2026 Costa Rican Presidential Election be between 68% and 70%?,Politics,inferred,YES,True,0.0145,0.0560,0.0620,0.9855,60784.91,59903.53,2026-02-01,other,false
100072,Critics Choice Awards: Best Supporting Actor Winner,Will Jacob Elordi win Best Supporting Actor in the 2026 Critics Choice Awards?,Other,inferred,YES,True,0.1440,0.0480,0.1300,0.9520,8592.72,8180.27,2026-01-04,other,false
101155,Han Duck-soo Prison Time?,Will Han Duck Soo be sentenced to at least 20 years in prison?,Other,inferred,YES,True,0.0360,0.0125,0.0085,0.9915,124059.47,123004.97,2026-01-21,other,false
102378,US bank failure by January 31?,US bank failure by January 31?,Other,inferred,YES,False,0.0245,0.0185,0.0105,0.9895,693336.67,686056.64,2026-01-31,other,false
117783,Will Trump admin release any Epstein related files on...? ,"Will the Trump administration release any Epstein-related files on January 6, 2026?",Politics,inferred,YES,False,0.2100,0.0470,0.0155,0.9845,292513.16,287979.20,2026-01-07,other,false
118534,"Elon Musk # tweets December 26 - January 2, 2026?","Will Elon Musk post 500-519 tweets from December 26 to January 2, 2026?",Tech,inferred,YES,True,0.0070,0.2070,0.1355,0.9930,2651921.02,2633357.58,2026-01-02,musk_tweet_bracket,false
119855,Trump approval rating on January 2?,"Will Trump's approval rating be between 41.5 and 41.9 on January 2, 2026?",Politics,inferred,YES,True,,0.1950,0.0035,0.9965,20459.92,20388.31,2026-01-02,other,false
125317,Ethereum price on January 2?,"Will the price of Ethereum be between $3,100 and $3,200 on January 2?",Crypto,inferred,YES,True,,0.0450,0.1260,0.9550,53665.11,51250.18,2026-01-02,other,false
125857,What will Gold (GC) settle at in January?,"Will Gold (GC) settle at $4,725-$4,850 in January?",Other,inferred,YES,True,0.1010,0.0250,0.9935,0.9750,338971.07,330496.80,2026-01-31,other,false
125867,What will Silver (SI) settle at in January?,Will Silver (SI) settle at $77.5-$80 in January?,Other,inferred,YES,True,0.0080,0.0005,0.9895,0.9995,180405.98,180315.78,2026-01-31,other,false
125867,What will Silver (SI) settle at in January?,Will Silver (SI) settle at >$85 in January?,Other,inferred,NO,True,0.9500,0.9920,0.0030,0.9920,256035.44,253987.15,2026-01-31,other,false
125869,Silver (SI) above ___ end of January?,Will Silver (SI) settle over $80 on the final trading day of January 2026?,Other,inferred,NO,False,0.9680,0.9935,0.0075,0.9935,851299.04,845765.59,2026-01-31,other,false
125869,Silver (SI) above ___ end of January?,Will Silver (SI) settle over $85 on the final trading day of January 2026?,Other,inferred,NO,False,0.9550,0.9885,0.0060,0.9885,184577.61,182454.97,2026-01-31,other,false
126258,"Elon Musk # tweets December 30 - January 6, 2026?","Will Elon Musk post 520-539 tweets from December 30 to January 6, 2026?",Tech,inferred,YES,True,0.0045,0.2015,0.5405,0.9955,2110549.37,2101051.90,2026-01-06,musk_tweet_bracket,false
127264,XRP price on January 3?,Will the price of XRP be between $2.00 and $2.10 on January 3?,Crypto,inferred,YES,True,,0.0320,0.5025,0.9680,9802.56,9488.88,2026-01-03,other,false
127265,XRP above ___ on January 3?,Will the price of XRP be above $2.00 on January 3?,Crypto,inferred,YES,False,,0.0385,0.5275,0.9615,33034.24,31762.42,2026-01-03,crypto_price_bracket,false
132345,"Elon Musk # tweets January 2 - January 9, 2026?","Will Elon Musk post 560-579 tweets from January 2 to January 9, 2026?",Tech,inferred,YES,True,0.0165,0.0380,0.4220,0.9835,1850649.82,1820114.10,2026-01-09,musk_tweet_bracket,false
133854,Will JPMorgan Chase (JPM) beat quarterly earnings?,Will JPMorgan Chase (JPM) beat quarterly earnings?,Other,inferred,NO,False,0.9655,0.8240,0.0115,0.9655,141618.56,136732.72,2026-01-13,other,false
136604,Highest temperature in Seoul on January 3?,Will the highest temperature in Seoul be 0°C on January 3?,Other,inferred,YES,True,,0.2150,0.0080,0.9920,9280.44,9206.20,2026-01-03,other,false
138473,Highest temperature in Toronto on January 4?,Will the highest temperature in Toronto be -1°C on January 4?,Other,inferred,YES,True,,0.0550,0.0405,0.9595,5050.64,4846.08,2026-01-04,other,false
139350,NBA All-Stars 2026,Will Alperen Şengün be a 2026 NBA All-Star?,Sports,inferred,NO,False,0.9770,0.9850,0.9840,0.9850,3589.06,3535.22,2026-01-15,other,false
139379,What day will Trump announce Fed Chair nominee?,"Will Donald Trump announce a new nominee for Chair of the Federal Reserve on January 30, 2026?",Politics,inferred,YES,True,0.0615,0.0250,0.9895,0.9750,353136.59,344308.18,2026-01-31,other,false
139646,Palantir (PLTR) closes week of Jan 5 at ___?,Will Palantir (PLTR) close at $176-$178 on the final day of trading of the week of Jan 5 – Jan 9?,Other,inferred,YES,True,,0.0500,0.1200,0.9500,1721.61,1635.53,2026-01-09,other,false
139648,Opendoor (OPEN) closes week of Jan 5 at ___?,Will Opendoor (OPEN) close at $7.00-$8.00 on the final day of trading of the week of Jan 5 – Jan 9?,Other,inferred,YES,True,,0.0375,0.5470,0.9625,3265.91,3143.44,2026-01-09,other,false
95022,NJ-11 Special Election Democratic Primary Winner,Will Analilia Mejia be the Democratic nominee for the NJ-11 special election?,Politics,inferred,YES,True,0.0950,0.0850,0.0235,0.9765,35893.74,35050.24,2026-02-05,other,false
119810,The Actor Awards Winner: Best Actress in a Drama Series,Will Keri Russell win Best Actress in a Drama Series at the 2026 SAG Awards?,Other,inferred,YES,True,0.0455,0.0475,0.0360,0.9640,6426.86,6195.49,2026-03-01,other,false
137009,What price will BNB hit in January?,Will BNB dip to $800 in January?,Other,inferred,YES,False,0.0500,0.0335,0.0075,0.9925,44458.15,44124.71,2026-02-01,other,false
137337,What price will Dogecoin hit in January?,Will Dogecoin dip to $0.10 in January?,Other,inferred,YES,False,0.1550,0.0395,0.0270,0.9730,49687.32,48345.76,2026-02-01,other,false
137338,What price will Bitcoin hit in January?,"Will Bitcoin dip to $80,000 in January?",Crypto,inferred,YES,False,0.0615,0.0260,0.0760,0.9740,6752276.85,6576717.65,2026-02-01,crypto_price_bracket,false
137339,What price will XRP hit in January?,Will XRP dip to $1.60 in January?,Crypto,inferred,YES,False,0.0540,0.0540,0.0485,0.9515,523637.45,498241.04,2026-02-01,crypto_price_bracket,false
137340,What price will Solana hit in January?,Will Solana dip to $100 in January?,Crypto,inferred,YES,False,0.0250,0.0250,0.0075,0.9925,1265790.47,1256297.04,2026-02-01,crypto_price_bracket,false
137341,What price will Ethereum hit in January?,"Will Ethereum dip to $2,400 in January?",Crypto,inferred,YES,False,0.0315,0.0230,0.0175,0.9825,1703286.21,1673478.70,2026-02-01,crypto_price_bracket,false
